year,id,age,sex,race,degree,educ,region,marital,childs,wrkstat,hrs1,income_2000dollars,class,party,political_views,pres20,gunlaw,cappun,cannabis_legal,happy,health,life,trust,satfin,mental_health_bad_days,relig,attend,god,postlife,bible
2022,1642,46,female,white,graduate,18,south,married,3,working full time,40,163572.71343,upper class,not very strong republican,conservative,biden,,favor,,pretty happy,good,,,pretty well satisfied,5,protestant,nearly every week,no doubts,,
2022,1643,45,male,white,bachelor's,16,south,married,5,working full time,50,63300,middle class,not very strong republican,conservative,trump,favor,favor,,pretty happy,good,routine,,more or less satisfied,5,protestant,2-3 times a month,no doubts,,
2022,1644,42,male,white,graduate,20,south,divorced,1,working full time,40,52222.5,upper class,"independent, close to democrat","moderate, middle of the road",biden,favor,favor,should be legal,pretty happy,good,exciting,most people can be trusted,pretty well satisfied,1,none,several times a year,higher power,no,ancient book
2022,1645,,male,white,high school,14,south,never married,0,in school,,,middle class,"independent (neither, no response)",slightly liberal,,,favor,,pretty happy,excellent,,,pretty well satisfied,,catholic,never,don't believe,,
2022,1646,55,female,black,bachelor's,16,south,married,2,working part time,10,63300,upper class,"independent, close to democrat",extremely liberal,biden,favor,oppose,,very happy,excellent,exciting,,pretty well satisfied,2,catholic,several times a year,,yes,inspired word
2022,1647,22,male,white,high school,15,south,never married,0,in school,,13451.25,middle class,"independent (neither, no response)",slightly liberal,biden,favor,favor,,not too happy,fair,dull,,more or less satisfied,,catholic,less than once a year,believe sometimes,,
2022,1648,31,male,other,graduate,18,south,married,2,working full time,40,63300,working class,not very strong republican,slightly conservative,,oppose,don't know,should not be legal,very happy,good,routine,can't be too careful,more or less satisfied,3,protestant,every week,no doubts,yes,inspired word
2022,1649,36,male,other,graduate,18,south,married,1,working full time,24,52222.5,working class,"independent (neither, no response)","moderate, middle of the road",,favor,don't know,,pretty happy,good,routine,,not satisfied at all,0,none,several times a year,,don't know,inspired word
2022,1650,,male,black,graduate,19,south,married,1,working full time,50,163572.71343,middle class,"independent (neither, no response)","moderate, middle of the road",,,oppose,don't know,very happy,excellent,,can't be too careful,pretty well satisfied,0,protestant,every week,no doubts,yes,word of god
2022,1651,51,male,white,bachelor's,15,south,married,1,working full time,40,,working class,"independent (neither, no response)","moderate, middle of the road",,favor,oppose,,very happy,excellent,exciting,,more or less satisfied,0,catholic,about once or twice a year,no doubts,,
2022,1652,32,male,black,bachelor's,16,south,never married,0,working full time,40,,middle class,"independent, close to republican","moderate, middle of the road",,favor,oppose,,very happy,good,exciting,,more or less satisfied,2,protestant,2-3 times a month,,yes,inspired word
2022,1653,50,male,white,high school,12,south,divorced,0,working full time,40,7121.25,working class,"independent (neither, no response)","moderate, middle of the road",,favor,oppose,,pretty happy,good,exciting,,more or less satisfied,1,catholic,nearly every week,no doubts,yes,word of god
2022,1654,41,female,black,high school,13,south,married,2,working full time,40,28485,working class,not very strong democrat,"moderate, middle of the road",biden,favor,oppose,,pretty happy,good,routine,,not satisfied at all,0,protestant,every week,,yes,word of god
2022,1655,49,male,black,graduate,18,south,never married,2,working full time,64,52222.5,middle class,not very strong democrat,liberal,biden,favor,oppose,,pretty happy,good,exciting,,more or less satisfied,0,protestant,about once or twice a year,,yes,inspired word
2022,1656,47,female,black,bachelor's,18,south,married,5,working full time,40,52222.5,middle class,strong democrat,"moderate, middle of the road",biden,favor,favor,,pretty happy,fair,routine,,not satisfied at all,4,christian,about once a month,,yes,inspired word
2022,1657,40,female,white,high school,14,south,never married,1,working full time,40,,middle class,"independent, close to democrat",extremely liberal,biden,,oppose,,pretty happy,good,,,more or less satisfied,0,none,never,higher power,,
2022,1658,34,female,black,less than high school,9,south,married,8,working full time,40,5697,working class,"independent, close to democrat","moderate, middle of the road",trump,,favor,should be legal,pretty happy,fair,,can't be too careful,not satisfied at all,0,protestant,several times a week,no doubts,yes,word of god
2022,1659,56,male,white,high school,15,south,married,4,working full time,40,101280,middle class,strong republican,conservative,,,favor,,very happy,excellent,,,pretty well satisfied,0,protestant,several times a week,no doubts,,
2022,1660,54,female,white,associate/junior college,15,south,married,2,keeping house,,,middle class,strong democrat,liberal,biden,,oppose,,pretty happy,fair,,,not satisfied at all,,none,never,believe with doubts,,
2022,1661,34,female,white,bachelor's,16,south,never married,0,"unemployed, laid off, looking for work",,,middle class,"independent, close to democrat","moderate, middle of the road",biden,favor,oppose,should not be legal,not too happy,good,routine,most people can be trusted,more or less satisfied,,protestant,every week,no doubts,yes,inspired word
2022,1662,70,female,white,associate/junior college,14,south,widowed,3,keeping house,,,working class,strong democrat,extremely liberal,biden,,oppose,should be legal,not too happy,good,,can't be too careful,not satisfied at all,,none,never,don't believe,no,ancient book
2022,1663,76,female,white,high school,12,south,divorced,1,keeping house,,,middle class,"independent, close to republican",don't know,trump,favor,favor,should be legal,not too happy,excellent,exciting,can't be too careful,pretty well satisfied,,protestant,about once or twice a year,no doubts,yes,word of god
2022,1664,,female,,bachelor's,16,south,never married,0,working full time,55,13451.25,working class,"independent, close to republican",conservative,trump,favor,favor,,not too happy,good,routine,,not satisfied at all,20,christian,several times a year,,yes,inspired word
2022,1665,51,male,other,high school,12,south,married,3,working full time,50,52222.5,working class,not very strong democrat,slightly conservative,biden,,oppose,don't know,very happy,fair,,can't be too careful,pretty well satisfied,2,catholic,every week,no doubts,no,inspired word
2022,1666,59,female,black,associate/junior college,14,south,divorced,3,working full time,50,52222.5,working class,"independent (neither, no response)","moderate, middle of the road",,favor,favor,,pretty happy,good,exciting,,more or less satisfied,0,christian,several times a week,no doubts,,
2022,1667,55,female,black,bachelor's,16,south,divorced,2,working full time,40,163572.71343,middle class,strong democrat,slightly conservative,biden,,favor,should be legal,not too happy,good,,can't be too careful,more or less satisfied,30,protestant,every week,no doubts,no,word of god
2022,1668,76,male,white,high school,15,south,divorced,0,working part time,18,20572.5,working class,other party,extremely conservative,trump,oppose,favor,,very happy,excellent,exciting,,pretty well satisfied,0,protestant,about once or twice a year,,yes,inspired word
2022,1669,77,female,white,high school,12,south,married,2,retired,,,middle class,strong republican,extremely conservative,trump,favor,oppose,,not too happy,good,routine,,more or less satisfied,,protestant,every week,no doubts,,
2022,1670,41,male,white,high school,14,south,married,8,working full time,45,,working class,other party,conservative,trump,oppose,favor,,pretty happy,good,routine,,not satisfied at all,20,protestant,every week,,,
2022,1671,47,female,white,high school,12,south,divorced,3,keeping house,,,working class,"independent (neither, no response)",don't know,,favor,oppose,should be legal,not too happy,good,routine,can't be too careful,not satisfied at all,,protestant,never,no doubts,yes,don't know
2022,1672,63,male,black,high school,12,south,widowed,4,retired,,,working class,"independent, close to democrat","moderate, middle of the road",biden,oppose,favor,,not too happy,good,dull,,not satisfied at all,,protestant,never,no doubts,,
2022,1673,80,female,black,high school,12,south,widowed,3,retired,,,middle class,not very strong democrat,extremely conservative,biden,,don't know,should be legal,pretty happy,good,,most people can be trusted,not satisfied at all,,protestant,every week,no doubts,yes,word of god
2022,1674,35,male,white,less than high school,8,south,married,2,working full time,50,52222.5,working class,strong republican,extremely conservative,trump,oppose,oppose,,not too happy,good,routine,,more or less satisfied,30,none,never,,,
2022,1675,37,female,white,high school,13,south,married,2,working full time,40,20572.5,working class,strong republican,conservative,trump,,favor,should be legal,very happy,excellent,,can't be too careful,more or less satisfied,0,protestant,about once or twice a year,no doubts,yes,word of god
2022,1676,22,female,white,high school,12,south,never married,0,working part time,34,2215.5,lower class,strong democrat,liberal,biden,,favor,,pretty happy,good,,,not satisfied at all,10,none,several times a year,higher power,,
